"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"all_other",0.0751,311.1,10.30895266,5.4,752,2610,5270,24.3,0,0,0,0
1,"credit_card",0.08,219.36,11.08521475,10.25,757,3990,15223,25.8,1,0,0,0
1,"debt_consolidation",0.1411,342.29,10.71441777,7.95,682,2340.041667,11816,47.6,0,0,0,0
1,"major_purchase",0.1033,181.57,11.3736634,5.41,712,6858,15132,33.9,0,0,0,0
1,"credit_card",0.102,388.34,11.22524339,6.88,767,2760.041667,0,0,0,0,0,1
1,"all_other",0.1316,67.55,10.27518903,15.39,722,1140,604,30.2,2,0,0,0
1,"home_improvement",0.1148,164.85,11.56171563,15.55,707,3059.958333,29097,79.7,1,0,0,0
1,"all_other",0.1379,340.76,10.75790288,23.69,692,4590,1400,77.8,0,1,1,0
1,"debt_consolidation",0.1253,829.97,11.3736634,5.9,752,7230,0,0,0,0,0,0
1,"debt_consolidation",0.1114,164.02,10.81977828,13.51,737,9150,11919,76.9,1,1,0,0
1,"debt_consolidation",0.1505,249.78,11.22524339,8,677,4440,17321,87.6,0,1,0,0
1,"debt_consolidation",0.0938,191.87,11.71177632,14.72,727,3900,73534,31.6,2,0,0,0
1,"all_other",0.1189,198.99,10.1266311,12.67,727,1710,6371,23.1,1,0,0,0
1,"all_other",0.1426,411.67,10.3859137,5.33,692,1288.041667,5917,61,3,0,0,0
1,"all_other",0.1253,160.64,9.505990614,2.05,717,3090,1554,23.9,2,0,0,0
1,"debt_consolidation",0.08,313.37,10.59663473,23.01,797,5250.041667,10538,13.9,0,0,0,0
0,"educational",0.1461,861.88,11.69524702,0.24,717,1950,402,2.7,6,0,1,0
1,"debt_consolidation",0.0859,173.86,10.3859137,17.37,772,9806,14163,18.4,5,0,0,0
1,"all_other",0.1461,51.72,10.59663473,3.9,677,3420.041667,2775,92.5,2,0,0,0
1,"debt_consolidation",0.0768,187.15,11.09741002,8.04,777,11099.95833,53625,13.4,0,0,0,0
0,"debt_consolidation",0.1178,264.88,10.73639668,11.74,702,1980.041667,6290,33.1,4,0,0,0
1,"all_other",0.0774,280.97,11.68687877,8.47,787,6120.958333,2525,7.3,0,0,0,0
1,"home_improvement",0.1322,101.41,10.1266311,3.5,682,1530,2351,24,1,0,0,0
0,"credit_card",0.1347,339.23,11.28978191,14.2,692,4560,126402,68.9,2,0,0,0
1,"major_purchase",0.1095,245.36,10.51867319,14.72,777,3811.041667,1194,3.8,1,0,0,0
1,"credit_card",0.0894,476.58,11.22524339,5.55,777,6840,1892,5.3,2,0,0,0
1,"educational",0.0963,176.52,10.6508871,15.63,727,4200.041667,21002,36.7,1,0,0,0
1,"debt_consolidation",0.1418,411.19,11.20721519,18.16,662,3209.041667,11258,71.7,1,0,0,0
1,"debt_consolidation",0.1324,169.05,10.96812932,13.28,662,5609.958333,9816,65.4,0,1,0,0
1,"debt_consolidation",0.1537,296.2,10.29282328,20.65,682,4351,11987,98.3,1,0,1,0
1,"all_other",0.1001,216.23,10.59663473,5.13,717,6300,4225,28.9,3,0,1,1
1,"all_other",0.1158,825.34,11.51292546,21.05,762,6990,5380,12.4,2,0,0,0
1,"debt_consolidation",0.1095,425.28,10.84099168,5.69,757,6810,13625,41.2,0,0,0,0
0,"credit_card",0.1272,268.48,10.77895629,18.5,677,1830,7368,82.8,4,0,0,1
1,"debt_consolidation",0.1411,102.69,10.44348355,1.22,662,3449.958333,443,15.8,1,1,0,0
1,"debt_consolidation",0.1287,336.34,10.71441777,17.89,697,2970.041667,11585,49.1,0,0,0,0
1,"debt_consolidation",0.1191,215.62,10.16600565,21.97,707,2280,7552,98.1,1,0,0,0
1,"debt_consolidation",0.1148,494.53,11.65268741,22.88,737,14009.95833,50282,10.9,0,0,0,0
0,"debt_consolidation",0.1355,50.94,10.30895266,14.2,647,7019.958333,0,0,0,3,0,0
1,"debt_consolidation",0.1183,231.94,10.34884622,5.69,712,2460.958333,6955,63.8,1,0,0,0
1,"small_business",0.167,355.02,11.42954386,6.89,692,5403,23285,30.7,1,0,0,0
0,"all_other",0.0838,204.84,10.78931908,4,742,3661,0,2.9,3,0,0,0
0,"all_other",0.1299,16.85,10.19913779,10,652,1890,182,60.7,6,0,0,0
1,"major_purchase",0.08,219.36,11.47950642,11.79,817,5961.958333,1254,3.8,0,0,0,0
1,"all_other",0.0894,95.32,10.37349118,6.9,732,3450,11247,57.7,1,0,0,0
1,"home_improvement",0.1505,416.3,11.75194237,11.85,662,4410,28218,85,2,0,0,0
1,"all_other",0.1221,266.52,10.51604813,6.21,717,1589.958333,6883,65.6,0,0,0,0
0,"all_other",0.1467,316.58,10.49127422,0.33,692,360,136,1.1,8,0,0,1
1,"debt_consolidation",0.1183,397.61,10.4744671,5.69,722,5010,14406,67.6,1,0,0,1
0,"all_other",0.1418,270.7,10.77895629,15.1,657,4710,5192,78.7,0,1,0,1
1,"debt_consolidation",0.1197,131.97,9.782505656,15.51,672,4290.041667,7902,17,2,0,0,0
1,"debt_consolidation",0.1357,169.85,10.42228135,10.71,677,5190.041667,179,44.7,2,1,0,0
1,"debt_consolidation",0.1411,205.38,10.59663473,19.67,667,3240,5155,56.6,1,0,0,1
1,"credit_card",0.1148,296.72,10.71441777,18.93,717,5039.958333,14576,72.2,0,0,0,0
0,"all_other",0.1568,161.01,11.22524339,8,677,7230,6909,29.2,4,0,1,1
1,"credit_card",0.0894,349.49,10.81977828,23.18,732,3630,11557,46.2,1,0,0,0
1,"all_other",0.1253,334.67,11.13458902,11.11,702,3690,13827,52.2,1,1,0,0
0,"debt_consolidation",0.1615,450.96,10.89673933,20.2,657,3390.041667,18511,72.6,0,0,0,0
0,"debt_consolidation",0.1387,341.15,10.75577295,19.73,662,11940,61882,60.6,0,0,0,0
1,"small_business",0.1635,247.31,11.15625052,2.57,707,1710.041667,7786,30.5,0,0,0,0
1,"educational",0.1241,260.61,11.14186178,11.5,682,1920,36081,87.8,1,0,1,0
1,"debt_consolidation",0.1183,157.39,9.862665558,22.69,717,3330,11023,79.3,0,0,0,0
1,"credit_card",0.1253,301.2,10.81977828,15.41,727,1590.041667,6183,31.5,1,0,0,0
1,"debt_consolidation",0.1014,421.14,10.59663473,17.01,752,4349,35944,56.2,2,0,0,0
1,"debt_consolidation",0.1632,439.66,10.66886237,12.5,667,1470,7722,82.1,2,0,0,0
1,"debt_consolidation",0.1311,212.6,12.04355372,24.52,687,3479.041667,11011,88.1,2,0,0,0
1,"debt_consolidation",0.1209,399.09,11.22524339,11.25,747,7290,13816,23.7,6,0,0,0
0,"credit_card",0.1292,269.25,11.34568955,27.45,737,5609.041667,47593,62.4,1,0,0,0
1,"debt_consolidation",0.1347,244.25,11.39075783,12.83,687,3510,28767,74.9,1,0,0,0
1,"credit_card",0.1136,691.14,11.28978191,23.1,722,5310.041667,34377,58.5,0,0,0,0
1,"debt_consolidation",0.0907,152.8,10.77895629,14.6,742,7350.041667,8900,49.2,0,0,0,0
1,"debt_consolidation",0.1357,84.93,10.59663473,7.89,672,8460,1243,17.8,2,0,0,1
1,"debt_consolidation",0.157,875.27,11.50791292,9.68,717,5220.041667,19466,99.3,0,0,0,0
1,"small_business",0.1158,825.34,11.40756495,0.13,787,2279.958333,1068,3.1,3,0,0,0
1,"major_purchase",0.0832,182.61,10.46367461,0.72,742,2767.041667,1348,5.2,3,0,0,0
0,"debt_consolidation",0.1348,271.4,11.19821472,12.44,682,4230.041667,11706,34.9,4,0,0,0
1,"all_other",0.0774,156.1,10.8036489,4.71,797,4200.041667,1299,4.2,2,0,0,0
1,"all_other",0.1028,138.51,10.34174248,24.81,767,5789.958333,6752,24.6,2,0,0,0
1,"educational",0.0774,31.22,10.27505111,21.52,737,3179.958333,3292,42.8,1,0,0,0
1,"educational",0.1253,251,10.91508846,4.49,697,2610.041667,6644,44.9,1,0,0,0
1,"small_business",0.1316,506.56,10.81977828,15.36,707,4559.958333,11078,50.6,0,0,0,0
0,"debt_consolidation",0.1284,336.18,10.83958091,20,702,2760,10639,54.6,5,0,0,0
0,"credit_card",0.1336,541.89,11.91839057,24.55,682,7290,146579,85.4,3,0,0,1
1,"debt_consolidation",0.0859,278.17,11.10495723,14.29,767,5160.041667,12657,8.6,1,0,0,0
0,"credit_card",0.1355,271.68,10.858999,27.05,717,2700.041667,11023,59.9,2,0,0,0
1,"debt_consolidation",0.1461,155.14,10.81977828,19.78,737,2459.958333,7114,9.2,2,0,0,0
1,"debt_consolidation",0.08,225.62,10.66886237,9.55,752,3180,9866,58.7,1,0,0,0
1,"debt_consolidation",0.1099,327.36,11.47210347,16.1,712,4320.041667,2595,32,0,0,0,0
1,"debt_consolidation",0.0743,178.68,11.46163217,1.2,812,16259.04167,50,0.3,0,0,0,0
1,"credit_card",0.074,186.36,11.60823564,12.86,787,9484,63621,13.2,0,0,0,0
1,"debt_consolidation",0.0774,187.32,11.69524702,4.7,767,5730.041667,4378,27.4,0,0,0,0
1,"debt_consolidation",0.1442,144.41,9.680344001,11.1,677,1140,3830,64.9,0,0,0,0
1,"debt_consolidation",0.1091,404.62,11.28978191,9.23,687,2519,13126,96.5,0,0,1,0
1,"all_other",0.1496,817.63,11.69524702,8.51,707,5226.041667,255,0.8,0,1,0,0
1,"debt_consolidation",0.1496,242.52,10.6873891,12.66,662,5250.041667,3294,70.1,1,0,0,1
1,"debt_consolidation",0.1158,561.23,10.858999,16.94,762,4949.958333,11467,39.1,0,0,0,0
1,"all_other",0.1025,194.31,10.81977828,20.66,707,1920,19882,51.2,2,0,0,0
1,"all_other",0.1218,166.5,10.43399815,2.22,697,2519.958333,2070,60.9,3,0,0,0
1,"debt_consolidation",0.1159,158.5,10.81977828,20.45,707,5820,11781,58.9,2,0,0,0
1,"credit_card",0.08,256.96,11.21182037,11.46,772,6419.958333,23891,19.3,0,0,0,0
1,"debt_consolidation",0.1062,423.28,10.71441777,23.55,722,3874.041667,24931,57.6,1,0,0,0
0,"home_improvement",0.0859,31.62,11.69524702,12.05,807,6149.958333,269726,4.3,0,0,0,0
1,"debt_consolidation",0.0859,316.11,11.51292546,0.22,792,8880.041667,1800,3.8,1,0,0,0
1,"all_other",0.1316,182.36,10.83417416,5.49,687,1979.958333,1158,27.6,1,1,0,0
1,"debt_consolidation",0.0859,347.72,10.20359214,24.49,767,6000,5401,19.4,1,0,0,0
0,"debt_consolidation",0.1884,109.74,10.30895266,23.36,662,1590.041667,2994,99.8,5,0,0,1
1,"debt_consolidation",0.1253,502,11.87059991,16.75,702,4799.958333,23252,68.6,1,0,0,0
1,"debt_consolidation",0.1272,302.04,10.57131693,9.29,712,6179.958333,3910,46.3,0,0,0,0
1,"debt_consolidation",0.1091,817.41,11.19821472,22.13,737,9900,3472,4.5,1,0,0,1
1,"major_purchase",0.1189,165.82,10.77895629,18.13,722,3150,15155,42.3,2,0,0,0
0,"small_business",0.1304,674.27,11.8493977,4.89,697,6149.958333,26761,47.1,4,0,0,0
1,"small_business",0.0963,385.14,11.00209984,6.76,807,7079.958333,1977,3.3,3,0,0,0
0,"debt_consolidation",0.1379,153.34,10.98549609,18.83,667,5309.958333,10333,77.1,4,0,0,0
1,"small_business",0.08,188.02,10.1266311,12.62,762,5194,8440,17.1,3,0,0,0
1,"debt_consolidation",0.1183,115.97,10.66895539,23.79,707,2580,3564,57.5,1,0,0,0
1,"debt_consolidation",0.1287,311.11,9.998615898,15.44,687,4573.041667,4806,27.2,0,0,0,0
1,"debt_consolidation",0.1357,468.77,10.96127785,17.5,687,3450.041667,15365,70.2,1,0,0,1
1,"debt_consolidation",0.0894,222.41,10.59663473,18.42,742,2670.041667,5416,55.3,0,0,0,0
1,"debt_consolidation",0.1324,507.15,10.75312553,10.03,672,4110,9288,71.4,0,0,0,0
1,"credit_card",0.1241,60.14,11.48246626,19.24,677,5460,34093,93.7,0,0,0,0
0,"debt_consolidation",0.1218,179.82,11.09011072,18.42,712,4529.958333,6638,24.8,5,0,0,1
1,"small_business",0.1565,69.98,10.45737267,20.41,702,2549.958333,239,9.2,0,0,0,0
0,"all_other",0.164,265.17,11.28978191,28.35,682,3300,61422,85.1,0,0,0,0
1,"credit_card",0.1158,792.33,11.39184199,22.69,752,4889.958333,27806,32.3,1,0,0,0
0,"all_other",0.1418,51.4,10.37972173,16.36,642,7920.041667,0,0,0,1,0,0
0,"debt_consolidation",0.1387,163.75,10.73639668,22.72,662,2010,0,71.7,6,0,0,0
1,"all_other",0.0907,191,11.08214255,5,752,4384,86,0.5,1,0,0,0
0,"all_other",0.1475,103.63,10.57131693,5.23,652,1800,2060,12.7,0,4,0,0
1,"all_other",0.092,255.15,10.46310334,1.03,727,1230.041667,1834,12.8,1,0,0,0
1,"debt_consolidation",0.128,483.81,10.49460201,8.47,662,2670.041667,7104,93.5,2,0,0,1
1,"credit_card",0.1025,388.62,11.35040654,18.56,732,3510.041667,15173,41.6,2,0,0,0
0,"all_other",0.1091,404.62,11.28978191,8.21,687,299,693,53.3,1,0,0,0
1,"all_other",0.0676,49.24,11.33260191,3.65,782,3333,6955,14.6,4,0,0,0
1,"debt_consolidation",0.1141,658.67,10.96578158,10.14,702,5999.041667,23370,70,1,0,0,0
1,"debt_consolidation",0.1322,169.01,10.81977828,3.26,687,1500,3062,33.3,1,0,0,1
1,"debt_consolidation",0.1348,169.63,10.49127422,11.9,707,11280,12487,81.1,0,0,1,0
1,"debt_consolidation",0.1221,266.52,11.1844214,9.87,782,4829.958333,54855,10.8,0,0,0,0
1,"debt_consolidation",0.1209,232.81,10.77895629,9.8,712,4290,5585,6.4,1,0,1,0
0,"debt_consolidation",0.1299,175.19,10.73639668,3.89,657,180.0416667,3302,66,4,0,0,0
1,"educational",0.1148,118.69,9.903687533,3.6,722,1530,3475,21.6,2,0,0,0
1,"all_other",0.08,219.36,10.43399815,15.21,752,5880,17576,36.3,0,0,0,1
1,"all_other",0.1392,273.1,11.36214909,22.55,677,2940,2149,36.4,2,0,0,0
1,"credit_card",0.087,63.32,11.15625052,6.07,712,2550,5967,19.8,1,0,0,0
1,"credit_card",0.0963,96.29,10.99036458,9.59,717,2969.958333,3221,10.1,1,2,0,0
1,"home_improvement",0.1322,172.39,11.15625052,9.14,692,3720.041667,1999,54,3,0,0,1
1,"debt_consolidation",0.1287,538.14,11.08214255,11.52,727,4740,7290,93.5,0,0,0,0
1,"debt_consolidation",0.1189,464.3,10.59663473,11.46,717,7347,17523,35.9,0,0,1,0
1,"all_other",0.08,250.69,11.51288546,4.32,712,7109.958333,5262,28.4,0,1,0,0
1,"debt_consolidation",0.1357,339.69,11.48246626,16.96,682,3839.958333,9063,26.1,1,3,0,0
1,"debt_consolidation",0.1126,131.46,11.21182037,8.77,742,8340,17094,19.6,0,0,0,0
1,"debt_consolidation",0.1913,734.42,11.05089001,8.86,677,7350,9881,99.8,0,0,0,0
1,"all_other",0.0932,319.47,10.73639668,20.92,767,4692,24523,37.9,0,0,0,0
0,"small_business",0.1505,131.83,10.55059079,12.19,712,1589.958333,639,6.8,5,0,0,0
1,"home_improvement",0.1505,693.83,11.08827754,9.76,692,4260.041667,0,0,1,0,0,0
1,"major_purchase",0.1355,155.37,11.06663836,13.5,697,7582,8399,41,2,0,0,1
1,"small_business",0.1531,278.53,10.91508846,19.66,752,3239.958333,39644,10.3,1,0,0,0
1,"debt_consolidation",0.0894,190.63,11.00209984,23.18,732,3539.958333,22323,29,0,0,0,0
1,"all_other",0.1426,34.31,8.853665428,13.54,677,8099,2252,86.6,1,0,0,0
1,"major_purchase",0.1095,386.03,10.46310334,1.99,762,3540,5234,11.4,3,0,0,0
0,"debt_consolidation",0.1355,169.8,11.03488966,4.88,652,6300,3341,19.8,3,1,0,0
1,"small_business",0.1028,323.98,10.217422,10.7,712,1379,3534,54.4,0,0,0,0
1,"debt_consolidation",0.1357,679.37,11.31447453,12.34,702,4200,24387,36.6,0,0,0,0
0,"credit_card",0.0932,319.47,11.00209984,19.58,757,10950,164974,24.6,0,0,0,0
1,"debt_consolidation",0.0932,127.79,10.62132735,17.82,747,3990,24764,32,0,0,0,1
1,"debt_consolidation",0.1071,521.63,10.59653473,19.23,722,3120.041667,16738,77.9,1,0,0,0
1,"debt_consolidation",0.1287,504.5,11.65268741,8.35,702,6089.958333,12152,54.2,2,0,1,0
1,"debt_consolidation",0.1292,153.98,9.871377499,15.06,667,7409.958333,8150,70.1,2,0,1,0
1,"debt_consolidation",0.1158,561.23,11.12198437,11.82,727,6540,21676,62.1,0,0,0,0
1,"all_other",0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,0
1,"all_other",0.1442,515.74,10.95954023,21.54,682,2280,4649,43.4,0,0,0,0
1,"small_business",0.0768,194.95,10.66895539,21.43,797,4049.958333,2094,7.7,1,0,0,0
1,"debt_consolidation",0.0963,308.11,10.62132735,6.85,762,4499.958333,12865,18.8,2,0,0,0
1,"all_other",0.0705,247.2,11.15625052,7.92,782,8760,5236,8.7,2,0,0,0
1,"credit_card",0.0963,481.42,10.57131693,11.57,812,4650.041667,1140,9.7,1,0,0,0
1,"home_improvement",0.1025,129.54,11.19134184,22.23,712,4830,33317,44.6,0,0,0,0
1,"major_purchase",0.1008,32.31,10.54534144,20.53,732,3360,2308,46.2,0,0,0,0
1,"credit_card",0.1025,97.16,11.00209984,15.64,702,2310.041667,14636,71.4,0,0,0,0
0,"all_other",0.1407,29.08,10.23995979,21.26,642,2339,14479,78.3,2,0,0,0
1,"debt_consolidation",0.1537,871.16,11.16902571,17.69,697,5639.958333,25700,92.2,0,0,0,0
1,"debt_consolidation",0.1134,230.3,10.59663473,9.81,682,3030.958333,6475,96.6,0,0,0,0
1,"all_other",0.08,156.69,11.08214255,3.77,752,4230,8946,44.1,1,0,0,0
1,"debt_consolidation",0.1645,884.44,12.10071213,13.96,687,9600.041667,16960,90.7,1,0,1,1
0,"home_improvement",0.157,227.56,11.86709728,22.32,652,6809.958333,63685,82.1,1,1,0,0
1,"educational",0.1126,197.18,10.5454467,2.34,712,2640.041667,647,17.5,1,0,0,1
1,"credit_card",0.1221,506.39,10.858999,19.32,737,3991,32709,53.6,0,0,0,0
0,"small_business",0.1355,848.99,11.1844214,2.02,687,377,7522,36,1,0,0,0
1,"credit_card",0.1148,263.75,11.03488966,18.66,722,3300,17559,49.9,0,0,0,0
1,"debt_consolidation",0.0963,449.32,11.15016059,14.57,762,15119.95833,14992,34.6,0,0,0,0
1,"debt_consolidation",0.1316,439.02,10.81977828,9.53,687,1860,13472,80.7,0,0,0,0
1,"credit_card",0.1496,519.68,11.32659589,5.94,677,5010.041667,14739,77.2,2,0,0,0
1,"credit_card",0.1357,190.23,11.15625052,17.47,692,7831,48280,97.7,3,0,0,0
1,"home_improvement",0.0932,293.91,10.86902549,19.63,782,7079.958333,1492,16.8,0,0,0,0
1,"debt_consolidation",0.1218,266.4,10.59663473,19.32,707,2220.041667,2707,31.5,0,0,0,0
1,"credit_card",0.1438,687.25,11.32659589,16.05,667,2190,27293,86.6,0,0,0,0
1,"debt_consolidation",0.1304,674.27,12.22342128,7.02,692,3720,61977,59.3,0,0,0,0
1,"all_other",0.1114,426.45,10.49127422,11.77,737,5460,3636,7.4,1,0,1,0
1,"small_business",0.1316,337.71,10.41930072,17.37,772,1139.958333,26,0.6,0,0,0,0
0,"debt_consolidation",0.1411,51.35,10.46321762,6.1,677,1440,5247,47.1,5,0,0,0
1,"debt_consolidation",0.0714,247.52,11.08214255,16.82,777,3750,9191,19,0,0,0,0
0,"educational",0.1596,421.65,11.28978191,4.61,647,299.9583333,339,82.7,12,0,0,0
1,"debt_consolidation",0.1158,759.31,11.19547123,6.38,752,5309.958333,25051,30.1,0,0,0,0
1,"credit_card",0.1229,266.83,11.47210347,5.36,687,4062.958333,45251,66.7,3,1,0,1
1,"credit_card",0.0945,456.94,11.81303006,11.18,737,3660,11188,56,1,0,0,0
0,"debt_consolidation",0.1829,411.99,11.46163217,20.48,652,7207,10705,44.6,7,1,1,0
1,"educational",0.074,86.97,10.81769612,7.96,807,14310,562,1,0,0,0,0
1,"debt_consolidation",0.0901,477.07,11.17043516,6.88,742,4589.041667,6297,14.5,0,0,0,0
0,"debt_consolidation",0.1786,158.77,11.73606902,25.77,662,7979.958333,68438,96.2,0,1,1,0
1,"all_other",0.1426,144.09,10.12647109,5.14,687,3420,0,0,3,2,0,0
1,"debt_consolidation",0.1411,164.3,10.50232405,14.67,672,1394,8038,51.5,0,0,0,0
0,"all_other",0.0933,80.69,11.60823564,10,712,2819.958333,0,17.2,6,0,0,0
1,"credit_card",0.1083,244.94,11.40756495,20.91,747,5641,120338,47.5,0,0,0,0
1,"small_business",0.1099,818.38,10.79957558,17.88,737,7680,5947,14,1,0,0,0
1,"debt_consolidation",0.1355,343,10.2797298,15.82,667,3539.041667,18485,65.3,1,0,1,1
1,"major_purchase",0.1221,149.92,9.798127037,9.27,727,7560,2143,85.7,1,0,0,0
1,"debt_consolidation",0.1039,324.51,11.23261615,12.88,707,2939.958333,10689,18.4,3,0,0,0
1,"small_business",0.0932,255.58,11.15619338,1.08,757,4232.041667,3416,8.6,1,0,0,0
1,"debt_consolidation",0.1136,144.81,11.08214255,18.22,687,2301,14878,50.8,2,0,0,0
1,"credit_card",0.0976,318.34,11.00209984,1.8,717,3820,4506,18.7,2,0,1,0
0,"educational",0.1355,135.84,10.71441777,17.63,657,1050,12514,53,1,0,0,0
1,"credit_card",0.0788,100.1,10.94316338,21.49,722,3896.041667,3630,71.2,1,0,0,0
1,"debt_consolidation",0.1126,295.77,10.08163374,13.76,722,5400,6255,34.4,0,0,0,0
0,"home_improvement",0.1148,725.31,11.47210347,19.98,807,8580.041667,158000,0,3,0,0,0
1,"debt_consolidation",0.1422,219.42,10.59663473,0.57,687,1860,899,13.2,1,0,0,1
1,"debt_consolidation",0.1141,329.34,10.59663473,15.93,692,3539.041667,14643,76.4,0,0,0,0
1,"home_improvement",0.0768,109.17,11.05089001,18.46,752,7799.958333,2733,7.6,0,0,0,0
1,"debt_consolidation",0.1411,136.92,11.15619338,2.43,682,1110,4177,41.4,2,0,0,0
1,"debt_consolidation",0.1071,508.59,10.77895629,14.58,717,5219,20838,62.6,1,0,0,1
0,"debt_consolidation",0.1062,390.72,11.58988651,13.68,737,7470.041667,17042,46.7,5,1,0,0
0,"home_improvement",0.1766,163.72,10.81977828,24.46,647,5790,16723,70.6,0,0,0,0
1,"all_other",0.1316,84.43,10.49127422,2.2,697,3570,2196,35.4,1,0,0,1
1,"credit_card",0.08,156.69,11.68687877,15.76,767,11099.95833,54960,24.4,3,0,0,0
1,"credit_card",0.1189,238.79,10.69203582,6.98,712,5040,9144,25.5,0,0,0,0
1,"debt_consolidation",0.1183,265.08,10.89673933,21.98,712,2190,8959,65.9,2,0,0,0
1,"home_improvement",0.0894,444.81,11.2515607,15.8,752,9779.958333,1842,5,0,0,0,0
1,"debt_consolidation",0.0945,480.15,11.04132055,6.46,752,4500,5196,34.6,2,0,0,0
0,"credit_card",0.1095,107.96,11.28616287,23.17,722,4680,31890,48.1,4,0,0,0
1,"small_business",0.1461,634.35,11.70354582,13.09,752,7229.958333,14375,17.5,0,0,0,0
1,"all_other",0.0705,61.8,10.71441777,3.68,777,7800,6669,23.8,0,0,0,0
1,"debt_consolidation",0.0996,677.22,10.89857098,3.77,722,6149,16888,39.5,0,0,0,0
1,"debt_consolidation",0.1347,468.14,10.40535315,13.98,697,3719.958333,15670,80.8,0,0,0,1
1,"all_other",0.1311,506.18,11.23848862,11.92,697,5430.041667,14383,44.9,0,0,0,0
0,"all_other",0.1316,363.03,11.35040654,7.45,702,7019.958333,16652,12.2,4,1,0,0
1,"home_improvement",0.0774,312.19,11.15625052,15.1,797,9029.958333,9109,73.2,1,0,0,0
1,"debt_consolidation",0.1287,168.17,10.42228135,13.14,702,7710.041667,11154,86.5,1,0,1,0
1,"debt_consolidation",0.1568,310.64,10.27931786,19.53,692,3738,21894,99.5,0,0,0,0
0,"all_other",0.1507,152.68,11.00209984,9.94,642,6690,5770,69.5,1,2,0,0
1,"credit_card",0.0774,52.3,9.903487553,4.68,732,3030,2927,27.9,0,0,0,0
1,"debt_consolidation",0.1537,261.35,11.22524339,7.09,667,5850,25908,97.4,1,0,1,0
1,"home_improvement",0.1347,542.77,12.25486281,14.93,707,6359.958333,46392,81.1,1,0,0,0
1,"debt_consolidation",0.1311,269.96,10.91508846,6.37,687,3270,10039,69.2,0,0,0,0
1,"debt_consolidation",0.1357,475.56,11.27720313,16.34,687,5520,11889,54.8,1,0,1,0
1,"debt_consolidation",0.1183,281.64,10.98529272,15.36,712,2250.041667,6444,41.8,0,0,0,0
1,"debt_consolidation",0.1379,340.76,10.51867319,18.16,682,6659.958333,17473,47.9,0,0,0,0
0,"major_purchase",0.2011,91.19,9.305650552,3.16,667,570,242,9.7,6,0,0,0
1,"debt_consolidation",0.1758,431.31,11.08214255,8.62,667,6690.041667,21233,57.1,3,0,0,0
0,"debt_consolidation",0.1411,136.92,10.81985828,9.96,677,3330,10046,77.3,4,0,0,0
1,"credit_card",0.1051,136.54,10.95080655,10.59,707,7350,5014,18.1,0,2,0,0
1,"all_other",0.1565,349.87,10.49127422,14.97,662,3810.041667,11147,82.6,2,0,0,0
1,"debt_consolidation",0.1411,718.81,11.08214255,5.19,682,2130,15005,64.1,2,0,1,0
0,"home_improvement",0.1786,902.06,12.76568843,17.64,657,4230.041667,44827,80.4,14,0,0,1
0,"all_other",0.1122,131.38,10.16585182,10.85,677,291.9583333,25,2.5,4,0,0,1
1,"debt_consolidation",0.1399,410.08,10.81977828,12.14,677,2220.041667,12651,86.1,3,0,0,0
1,"all_other",0.1287,336.34,10.79949394,21.97,697,4560.041667,22259,66.8,0,0,0,0
1,"debt_consolidation",0.1114,367.4,10.46310334,10.8,732,3810.041667,10631,36.9,3,0,0,1
1,"debt_consolidation",0.1126,492.95,10.6454249,12.06,742,6059.958333,24651,42.4,1,0,0,0
1,"debt_consolidation",0.1284,268.95,10.71441777,8.32,712,2100,9572,76.6,0,0,0,0
1,"major_purchase",0.1537,95.83,11.28978191,3.55,687,1410,64,1.2,1,0,0,0
0,"debt_consolidation",0.1059,162.73,11.1519556,13.31,687,7950,5521,55.8,5,0,1,1
1,"debt_consolidation",0.1411,444.98,11.09741002,17.51,682,5669.958333,22388,91.3,3,2,0,0
1,"small_business",0.1134,493.5,11.51292546,2.32,697,5970.041667,4929,33.5,1,1,0,0
0,"credit_card",0.1122,472.94,11.40756495,15,687,1950.041667,11220,72.4,4,0,0,0
1,"debt_consolidation",0.1531,696.31,11.44678566,23.79,702,4410,59980,95.5,0,0,0,0
1,"all_other",0.1189,636.75,11.46163217,7.58,732,3720.958333,14006,20.3,0,0,0,0
1,"debt_consolidation",0.1385,545.67,11.65268741,14.01,687,7770,7915,38.4,2,0,0,0
